GENE 	AB_1-0	AB_1-1	AB_1-2	AB_1-3	AB_1-4	AB_2-0	AB_2-1	AB_2-2	AB_2-3	AB_2-4	AB_4-0	AB_4-1	AB_4-2	AB_4-3	AB_4-4
ITPA	2024	1704	1390	1024	850	1446	1496	948	642	1634	2894	2636	1300	1278	994
ITPK1	5814	5062	4510	6442	3432	7784	5120	3418	2408	4158	15422	6366	4170	4806	3406
ITPK1-AS1	0	0	0	0	0	12	0	4	0	0	0	4	0	0	0
ITPKA	20	36	8	16	76	28	36	4	6	38	84	26	18	4	20
ITPKB	654	1028	1840	5606	3436	1216	1148	1278	2026	3886	1544	1772	1654	1970	1836
ITPKC	1032	1846	1884	3998	1948	2008	1532	1502	1424	3564	3330	2618	1866	2796	1684
ITPR1	518	472	4190	9988	2824	1564	716	3798	4536	3978	1066	878	1624	2100	1646
ITPR2	4502	1048	3254	3500	3928	12714	1338	2834	1594	1906	8634	2290	1704	990	1948
ITPR3	1686	5634	4960	10776	6324	4866	5154	4230	2748	4982	8052	10698	7584	12594	3942
ITPRIP	1624	5278	2556	4270	1894	1640	3178	1662	1228	2744	2990	5422	2722	4002	1828
ITPRIPL1	322	588	620	358	666	762	690	552	342	478	1284	968	704	408	526
ITPRIPL2	906	2014	4258	4832	4068	1030	2210	3350	3448	2846	790	2536	2308	1976	2048
ITSN1	9682	6708	13160	25562	15972	17840	8176	9864	8578	11498	12214	10754	6342	8356	7330
ITSN2	836	1028	2200	7776	2964	2264	952	1864	2650	2414	1470	1576	1648	3666	1464
IVD	2132	2886	1684	2522	2166	3704	2612	1464	1364	3210	6828	4372	1900	1722	1484
IVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IVNS1ABP	16916	21128	79294	36130	31602	24552	23406	52628	37320	44370	22496	60440	51704	46858	22710
IWS1	5408	7492	13736	11376	9998	9038	6036	8658	7908	25450	12360	13996	10608	8794	9654
IYD	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO1	14	16	18	8	6	18	46	4	0	12	76	106	26	14	2
IZUMO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	22	34	4	12	14	8	4	10	2	28	32	8	4	8	8
JAG1	6388	4538	11428	26094	10818	9244	3806	5608	1624	1798	8020	6592	4776	9562	2180
JAG2	106	652	314	1158	610	196	472	322	230	982	784	1232	342	974	982
JAGN1	4666	1540	1916	3162	1610	1340	1040	1088	1232	1980	1992	1856	1172	1160	776
JAK1	5098	5294	9000	9874	6100	8770	4568	6056	4314	5924	7774	6342	5658	5518	4342
JAK2	650	560	2336	2182	1576	984	690	1596	882	1036	426	744	854	732	426
JAK3	328	82	208	460	364	368	62	208	110	172	652	314	300	338	138
JAKMIP1	38	1194	6186	1070	920	112	1006	5476	4660	12304	270	3384	10742	2756	7796
JAKMIP2	2156	1644	3010	6192	2136	4334	2054	2226	1182	1376	4216	4034	2048	1960	936
JAKMIP3	32	16	14	64	42	120	34	28	106	964	202	52	38	82	56
JAM2	656	568	558	1140	754	918	360	420	348	464	562	802	196	276	208
JAM3	6724	10792	16390	13684	11984	8512	10064	12016	6562	8974	11478	16206	11222	7764	7116
JARID2	31990	5960	14026	40926	20780	64172	6474	11132	11426	16064	60416	10940	9530	17336	15076
JAZF1	2058	518	3128	3328	2236	1538	554	2272	1974	1950	1082	850	1144	1288	784
JAZF1-AS1	0	0	0	4	20	0	0	4	2	2	0	0	4	0	6
JDP2	734	1720	994	5960	2718	546	1296	766	1416	2250	1900	3932	3304	6160	1626
JHDM1D	2886	8022	14740	42398	17720	5272	9614	12194	11006	8794	2712	10662	8040	12332	4418
JKAMP	6862	3960	12916	7488	8032	4856	3174	5276	4582	6822	3548	6050	4198	4432	3396
JMJD1C	14916	5680	16540	28992	22928	35530	6608	12826	14008	11904	18190	11022	6224	9172	7726
JMJD4	420	584	514	464	506	376	550	264	440	696	966	862	382	308	368
JMJD5	224	462	280	366	268	536	466	246	162	332	878	518	354	128	192
JMJD6	686	1318	1406	934	462	742	962	790	680	1954	1602	1774	1160	1874	992
JMJD7	102	66	62	126	120	98	64	34	46	230	272	160	122	182	122
JMJD7-PLA2G4B	0	8	4	22	8	6	4	2	6	14	2	4	0	0	0
JMJD8	804	1664	672	1366	1168	796	752	654	700	2298	2976	2354	1520	1754	1794
JMY	4708	1400	4342	17190	7446	7554	1654	4286	3958	4232	3470	1998	2280	3780	1868
JOSD1	1544	3434	3916	4890	2484	2534	2982	3064	2240	3644	2846	4050	2682	4198	2026
JOSD2	28	26	6	46	16	14	22	14	30	128	62	54	68	56	80
JPH1	4686	1806	2280	1482	1716	4726	1684	1552	1110	1774	4436	3620	1182	1620	1034
JPH2	64	304	172	1584	584	60	224	146	96	96	86	394	492	1808	222
JPH3	1262	1072	944	1838	978	1240	958	690	754	1932	3220	1872	1208	1210	1168
JPH4	1276	66	62	308	88	2594	96	178	74	34	2582	208	248	360	72
JPX	954	214	278	372	296	204	94	304	332	498	274	360	246	494	302
JRK	460	1228	1852	1540	1138	2000	1348	1244	942	1086	1970	2004	918	424	344
JRKL	1362	656	1984	1222	1208	1092	914	1580	804	856	690	1620	674	220	342
JSRP1	14	0	0	0	0	6	0	0	0	2	12	2	0	0	0
JTB	8934	6406	3824	5306	3920	5504	3520	2640	2440	6864	10894	8622	5772	7720	4538
JUN	356	2312	826	7708	890	480	1130	902	1312	4290	1294	3402	2390	7706	3820
JUNB	244	772	272	422	328	90	608	210	236	648	408	840	330	384	476
JUND	1408	1994	2118	6004	2224	514	798	1424	2550	6088	1908	3570	2772	9246	4636
JUP	5644	10552	13132	22338	12626	9232	9020	10092	12308	19662	16496	12956	15386	21620	14118
KAAG1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
KAL1	61688	6466	37806	29996	20452	68796	6846	26680	24232	31356	36766	10742	22188	22098	12116
KALRN	372	544	2096	2268	1224	778	414	1774	1496	1968	818	656	1088	1280	1436
KANK1	2514	5338	6960	8234	5160	4328	6048	5664	6506	11738	5434	9854	7080	7878	4166
KANK2	1004	3028	4710	9954	8346	2160	2598	3338	1482	1892	3634	5144	2744	2124	1928
KANK3	46	86	120	166	60	66	78	84	74	188	128	118	108	82	60
KANK4	26	1284	292	132	68	10	1224	194	74	140	12	1374	500	218	76
KANSL1	7442	5302	7698	18402	8234	10320	5246	6048	5494	7944	8922	8036	4766	8038	3588
KANSL1-AS1	122	68	40	120	62	50	44	58	68	128	82	84	60	56	80
KANSL1L	3738	1006	4804	10042	6836	3854	1160	3424	3466	2254	1604	1664	972	956	1244
KANSL2	7130	4452	5034	6668	5394	7104	4484	3882	2844	3824	6082	4444	2202	3156	1800
KANSL3	3622	4876	8362	11214	6346	7414	5566	6182	3988	5692	6772	6294	3290	3956	2772
KARS	29718	25490	33392	37382	17582	29944	21546	19698	11446	20364	34074	34286	20436	20072	11826
KAT2A	2170	3770	2980	3478	1756	3018	3394	2064	1120	2008	5526	4158	1826	2196	1080
KAT2B	262	42	308	450	470	102	42	258	466	354	64	56	138	186	180
KAT5	3380	1770	2658	5106	1752	1926	1658	1544	1338	3700	3260	2456	2082	3962	1856
KAT6A	5538	4642	10090	14020	7766	8052	5696	7938	7126	7824	4588	6660	6474	7362	3906
KAT6B	3676	1852	3862	7178	3914	7944	1908	3384	3286	5362	6540	3208	2862	3662	2086
KAT7	20192	6976	11682	28822	12130	34126	9914	8420	6332	7132	19100	9366	6724	10350	3888
KAT8	1658	2464	3470	9876	4806	2502	3828	3706	4410	5078	3742	3792	4562	5568	2616
KATNA1	1578	1976	2966	3014	2066	1778	1620	1958	1638	2610	2234	3288	2244	2672	1390
KATNAL1	2554	2182	8958	6546	4984	3446	3026	6102	3636	2554	1330	3370	2680	2322	1620
KATNAL2	144	180	316	334	234	296	156	250	172	70	226	258	172	154	70
KATNB1	1858	4522	2508	2808	1924	2826	3108	2054	1202	3902	8556	7016	5722	3840	3326
KAZALD1	0	50	50	202	214	14	28	44	80	172	32	36	56	66	128
KAZN	406	2264	2860	5982	1810	850	1616	2076	758	826	1254	3540	5314	6102	944
KBTBD10	2	0	6	2	20	14	4	6	6	40	0	4	0	0	4
KBTBD11	736	542	1836	1754	1496	1542	544	1166	1210	1490	1026	926	678	1036	690
KBTBD12	0	0	0	0	0	4	0	0	0	4	2	0	0	0	2
KBTBD13	0	4	10	0	2	0	0	4	0	4	0	8	2	0	0
KBTBD2	6204	10868	18928	27528	18576	13242	10824	12876	12378	14382	7518	12634	8514	11634	7086
KBTBD3	530	64	282	260	342	148	92	234	166	240	136	158	118	72	86
KBTBD4	766	414	660	844	490	1004	430	596	368	504	680	508	322	218	172
KBTBD5	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0
KBTBD6	3584	1726	2466	2840	2726	3808	2088	1856	1444	1280	2322	1884	920	654	728
KBTBD7	906	262	1176	1276	1118	1288	252	778	608	760	748	670	544	366	428
KBTBD8	10056	6994	5268	5460	3340	13128	9672	2902	1312	764	4166	9224	1350	2150	556
KC6	162	68	246	566	282	126	124	186	196	126	78	132	146	150	64
KCMF1	15422	7086	11136	21596	8866	13930	6742	7794	6896	8090	10924	7810	7284	12168	4730
KCNA1	258	8	10	3150	140	240	12	10	12	34	68	6	2	66	6
KCNA10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	12	38	4	10	10	34	40	6	4	0	44	22	2	0	0
KCNA3	118	16	28	56	28	134	10	12	24	10	46	26	10	0	2
KCNA4	2	4	2	114	4	0	12	2	4	6	0	0	4	92	0
KCNA5	4	554	72	2738	374	14	358	140	184	142	36	526	86	744	402
KCNA6	190	266	818	422	430	348	220	648	224	124	352	472	250	152	262
KCNA7	0	0	4	4	14	6	6	0	2	12	14	10	2	8	2
KCNAB1	214	72	368	138	150	296	98	156	70	54	208	150	38	16	62
KCNAB2	22	94	286	1086	682	104	84	206	326	826	230	288	460	274	280
KCNAB3	12	14	88	148	104	26	22	42	142	298	26	30	50	106	124
KCNB1	4	204	202	256	104	50	140	192	30	4	86	374	372	124	12
KCNB2	112	866	394	56	66	100	1064	272	142	78	94	1252	136	68	92
KCNC1	16	6	20	10	4	94	22	6	4	22	158	12	20	6	2
KCNC2	14	8	0	0	0	6	2	0	0	0	16	6	0	0	0
KCNC3	0	0	10	6	4	10	6	6	2	2	12	10	0	2	0
KCNC4	326	1104	1006	1154	998	490	902	728	468	352	942	1306	918	1142	806
KCND1	1462	158	580	1162	768	888	276	638	380	406	788	414	720	672	252
KCND2	1748	294	534	682	694	3204	436	364	328	264	1688	658	280	466	126
KCND3	22	0	12	24	0	28	0	2	0	6	24	0	2	6	0
KCNE1	46	50	10	38	8	12	36	12	2	2	22	20	10	14	6
KCNE1L	386	376	174	318	198	282	276	130	108	340	742	450	240	218	80
KCNE2	74	46	28	288	146	6	22	50	96	120	28	24	46	180	86
KCNE3	260	326	596	376	244	228	292	326	134	92	382	480	444	148	90
KCNE4	46	12	2	0	0	14	2	2	4	0	10	2	0	0	0
KCNF1	46	62	272	246	168	50	46	158	622	1612	88	56	352	658	714
KCNG1	632	8458	8980	15582	4864	590	4786	8950	13480	34196	2216	11796	25902	57318	21472
KCNG2	0	2	2	2	0	0	4	4	2	2	18	4	6	10	2
KCNG3	948	238	102	130	204	1038	392	76	30	28	410	490	44	66	26
KCNG4	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
KCNH1	56	26	48	880	1482	76	20	38	162	270	44	22	10	164	274
KCNH2	304	72	372	1758	782	464	52	282	514	958	1222	118	682	1056	564
KCNH3	8	14	16	92	72	4	30	10	12	106	18	24	24	44	18
KCNH4	42	16	0	0	2	24	26	2	0	0	50	34	0	4	2
KCNH5	228	66	836	640	96	290	90	758	68	114	160	152	1568	876	34
KCNH6	18	22	24	182	54	30	32	34	120	266	48	102	84	356	66
KCNH7	60	16	214	1378	422	52	14	190	138	88	52	62	122	330	78
KCNH8	376	556	928	1236	1526	646	576	670	2544	4714	526	1050	244	538	858
KCNIP1	6	8	0	22	8	24	2	2	2	12	22	6	8	0	8
KCNIP2	66	50	40	30	48	78	16	44	34	22	136	74	34	16	28
KCNIP3	0	36	104	18	6	32	44	54	4	30	34	102	60	54	6
KCNIP4	358	94	176	194	200	312	122	126	108	62	122	162	32	18	10
KCNIP4-IT1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KCNJ1	10	0	12	44	22	10	0	10	14	10	4	6	10	12	20
KCNJ10	72	110	102	2	22	92	108	32	38	78	70	62	6	6	148
KCNJ11	214	44	86	180	148	246	20	30	84	212	794	110	44	50	62
KCNJ12	52	26	198	460	256	38	26	192	406	250	206	62	396	382	274
KCNJ13	8	2	26	28	82	46	4	4	16	40	10	0	0	8	12
KCNJ14	12	144	238	162	68	170	190	142	68	156	226	226	164	114	84
KCNJ15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KCNJ16	0	0	0	10	80	0	2	0	0	0	0	0	0	0	0
KCNJ18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ2	130	64	292	128	158	242	56	182	132	90	128	36	80	54	56
KCNJ2-AS1	34	8	16	0	18	32	0	42	2	12	24	22	4	0	2
KCNJ3	8	64	756	1692	2846	10	104	420	820	1216	14	122	294	870	332
KCNJ4	20	22	72	158	306	0	14	40	34	66	42	68	76	114	118
KCNJ5	10	68	240	5668	1784	14	64	230	1184	1080	10	88	496	2398	720
KCNJ6	24	32	30	56	56	38	42	40	56	148	52	24	28	56	30
KCNJ8	56	80	234	776	442	30	76	238	150	200	20	120	136	206	122
KCNJ9	0	0	0	0	4	6	0	0	0	0	4	0	4	2	0
KCNK1	2418	266	1200	4514	2782	1230	360	942	2412	3884	1078	556	1106	2832	1678
KCNK10	92	48	22	60	192	202	94	24	6	32	182	90	8	18	8
KCNK12	158	196	542	1962	1332	136	72	526	4004	36174	864	348	2200	9976	6270
KCNK13	154	180	28	234	90	154	210	26	6	12	140	262	6	2	18
KCNK15	32	6	0	14	0	8	6	2	2	0	8	8	4	8	0
KCNK16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	20	10	46	8	18	34	8	38	42	64	146	18	146	114	250
KCNK18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK2	208	44	80	0	22	430	70	28	6	4	266	130	6	4	6
KCNK3	0	84	8	244	10	30	28	0	10	16	16	54	4	90	2
KCNK4	0	6	0	0	0	0	0	0	4	12	8	6	8	12	0
KCNK5	2054	1082	1986	3864	4140	4116	1104	1752	2320	5866	4846	1576	1376	2234	2088
KCNK6	154	312	402	456	506	396	362	344	320	700	562	590	482	1250	400
KCNK7	0	2	0	22	16	0	8	2	8	10	6	14	12	8	10
KCNK9	0	4	4	0	0	0	0	0	16	4	4	0	0	0	0
KCNMA1	690	112	54	28	44	986	92	36	8	14	810	220	42	62	22
KCNMB1	38	34	4	4	22	24	20	0	2	10	38	42	12	30	18
KCNMB2	16	2	2	0	2	20	8	16	2	16	8	8	4	2	0
KCNMB3	120	136	126	244	138	272	126	112	166	168	168	272	96	134	122
KCNMB4	1834	1966	7776	12416	7370	2076	1514	5912	3380	6124	2752	2770	6224	6442	4838
KCNN1	32	56	68	160	128	54	36	62	46	114	182	168	114	106	24
KCNN2	2224	148	176	2940	1308	3192	170	206	198	74	1502	314	74	144	190
KCNN3	80	18	1968	582	454	92	16	1460	388	316	138	70	1510	1242	374
KCNN4	0	2	2	0	0	12	2	0	4	6	6	0	0	4	6
KCNQ1	20	32	20	184	102	48	20	10	48	134	94	76	40	36	88
KCNQ1DN	0	8	0	0	0	0	10	0	0	0	0	18	0	0	0
KCNQ1OT1	370	170	196	402	344	856	150	286	172	182	422	310	104	164	112
KCNQ2	1014	1574	1740	866	312	1242	902	1180	428	944	3830	2898	2618	1102	806
KCNQ3	214	162	1188	1738	756	294	202	1304	1916	1940	328	384	866	1028	906
KCNQ4	38	16	40	28	54	192	18	66	24	24	204	46	32	8	12
KCNQ5	12	82	920	5952	4622	146	80	646	1510	2720	108	142	544	1062	750
KCNRG	54	16	28	18	62	18	22	30	20	50	40	36	8	10	16
KCNS1	124	38	40	4	106	168	32	12	10	32	184	86	64	52	42
KCNS2	0	0	6	0	2	2	0	4	0	0	2	0	0	0	0
KCNS3	1140	520	1872	2050	1912	1894	706	1246	624	396	1722	1080	584	820	548
KCNT1	0	4	0	22	4	2	0	4	26	14	14	8	16	10	0
KCNT2	1108	728	1760	4498	2534	1092	1068	1372	1318	1062	658	1556	1210	1604	512
KCNU1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
KCNV1	30	52	168	56	154	20	44	216	52	124	30	94	96	26	38
KCNV2	0	8	56	24	38	22	10	72	54	222	34	22	114	70	34
KCP	48	144	282	880	510	58	108	390	410	1212	98	390	500	460	330
KCTD1	1010	912	2744	2598	1140	1314	680	1926	2216	3862	1936	1372	2608	2956	2300
KCTD10	3910	4522	7138	6444	4420	6452	4788	5662	3330	4872	6136	5950	2992	3464	3026
KCTD11	676	720	872	1298	944	822	690	754	546	1290	1464	710	440	522	846
KCTD12	3070	698	1240	1792	5236	3732	786	654	172	232	2256	950	152	56	240
KCTD13	58	276	248	1016	474	106	176	228	422	1572	212	552	660	1104	614
KCTD14	38	54	30	12	20	20	24	10	0	16	74	74	26	14	10
KCTD15	3588	6108	5034	7546	4506	4242	5842	3404	4026	6344	5818	7626	3366	4538	2974
KCTD16	16	46	42	106	66	38	24	34	24	44	16	24	20	16	24
KCTD17	1234	710	1084	1818	940	2000	942	1180	816	1424	1850	1020	822	536	410
KCTD18	370	526	1574	2654	1824	574	578	1006	1060	1480	530	928	1232	994	592
KCTD19	2	0	26	72	42	0	6	54	26	116	8	4	66	20	18
KCTD2	2760	11784	7074	7928	5438	5498	13188	5070	4512	7548	6650	15560	5666	6192	3906
KCTD20	3942	3488	13144	13594	8352	6432	4046	8224	6588	6744	4524	5858	4846	6110	3400
KCTD21	296	260	1148	1542	760	742	430	894	722	540	328	338	382	468	270
KCTD3	13482	8158	21970	19378	13204	21548	9062	13358	8992	8314	15478	14602	9520	9966	4924
KCTD4	0	0	2	4	0	4	2	0	0	0	2	0	4	4	0
KCTD5	2444	7048	3058	4538	2840	2284	3938	2216	1814	5524	6670	7008	3718	4876	3464
KCTD6	5138	1384	5484	6000	3586	2772	1560	2876	3094	2910	1878	2542	2306	3452	1310
KCTD7	596	836	3028	5440	1988	1594	910	1662	1680	2092	1392	1396	1024	2888	732
KCTD8	1132	208	554	1110	450	1742	312	336	162	170	712	302	146	166	130
KCTD9	3270	3222	9484	8916	6328	5530	4112	6134	3710	3976	2824	4984	3230	2430	1940
KDELC1	8504	3740	9074	9212	7822	6988	3448	6972	3742	3688	4626	4812	4624	4212	2606
KDELC2	2078	1876	9494	9730	9356	3000	2878	8052	5090	3544	1646	3608	3382	2528	2294
KDELR1	18608	14002	22036	37612	30608	13014	11482	15592	15532	28004	20094	19558	19940	27526	17102
KDELR2	24030	15112	36548	35006	27922	20318	11800	20328	12634	17600	14804	16594	12682	25650	9644
KDELR3	546	428	1906	3754	4528	400	320	1324	1836	2224	484	694	1260	2422	1366
KDM1A	15176	25624	29730	32970	18900	28514	27150	24094	13030	17550	29418	36240	19704	20140	11726
KDM1B	654	476	1012	1052	814	976	766	950	644	560	552	884	480	334	286
KDM2A	5194	8648	11332	15458	9966	14094	9056	8586	7630	12764	13316	11716	6772	7460	5450
KDM2B	13576	10612	11420	16622	10796	17682	7886	7818	5860	11678	25064	14296	10492	12696	7690
KDM3A	4526	4718	12634	17372	11768	8848	4690	10580	7452	15610	6282	6776	3984	4176	3964
KDM3B	11700	12444	28672	51068	24674	23890	16744	23616	14732	20402	20584	20066	14784	16352	10692
KDM4A	7708	8230	10552	21260	11726	20028	8458	8460	7030	12224	24720	11192	10184	10040	5912
KDM4B	1254	2244	2198	5214	2456	1588	1664	2000	2644	11270	4424	3692	3642	6160	3544
KDM4C	2108	798	2406	3540	2338	3744	774	2470	2152	3522	2036	906	1636	2660	1508
KDM4D	206	382	684	504	448	310	436	350	188	246	308	646	286	120	168
KDM4DL	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
KDM5A	5150	8428	18390	23422	17472	18164	11036	15124	10648	12958	10070	11026	9550	10226	6450
KDM5B	26194	29476	66018	126778	66082	76938	44738	62418	45344	51630	43712	41574	36076	40936	23658
KDM5B-AS1	30	16	50	56	60	20	4	28	40	386	48	52	84	202	90
KDM5C	5460	12570	14780	27690	15632	14876	15200	14754	13450	22328	17454	17316	14790	11966	10392
KDM5D	0	10	4	24	10	28	14	14	10	10	44	10	22	2	4
KDM6A	12634	8072	11982	26896	11474	18212	10606	9212	7552	7078	8148	10754	5436	13108	3844
KDM6B	238	3014	4648	24348	8188	416	3000	4684	7088	16880	674	4676	6524	11262	7646
KDR	10116	15660	11316	40426	18856	22626	17960	9990	3452	4606	23102	32592	19884	30162	6636
KDSR	6172	4530	5912	8402	6606	7846	4184	4570	3152	3628	3606	6162	2846	4224	2412
KEAP1	3584	4966	2500	6902	2994	4298	3678	2016	2244	6282	9972	4192	3880	5130	3704
KEL	58	58	586	4278	2770	62	64	626	994	1290	58	82	406	1106	822
KERA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KGFLP1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
KGFLP2	484	116	108	168	158	154	112	124	76	84	78	140	78	42	24
KHDC1	294	372	756	646	532	240	412	420	340	570	474	640	426	370	376
KHDC1L	0	6	2	14	6	2	14	6	12	6	4	12	0	8	2
KHDRBS1	45260	38370	82552	75930	51468	62368	43578	64264	40606	35462	43424	57102	37492	39692	23406
KHDRBS2	472	98	258	1598	2516	508	116	202	688	1064	500	196	114	220	238
KHDRBS3	3280	4358	3042	9724	2964	3052	4116	2052	2250	2818	2736	5176	2364	5308	1628
KHK	140	100	100	90	40	296	42	80	60	38	784	156	60	58	88
KHNYN	922	1500	6254	18014	8424	2796	2362	5752	7752	9596	2302	2406	4648	5830	4038
KHSRP	12442	25512	19172	20790	12852	16064	14226	13086	8180	22398	32026	29308	17856	19692	13818
KIAA0020	5986	8306	9778	5868	3860	9302	6802	5986	3088	4910	9018	12470	6338	7216	3448
KIAA0040	1288	456	3412	1640	2044	1980	692	2466	828	652	1154	970	842	274	462
KIAA0087	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2
KIAA0090	4686	9450	14218	17362	13990	9956	9290	9750	6046	9686	10166	12616	7176	7864	6622
KIAA0100	11258	23630	32314	35464	26582	34754	28434	23164	15428	20912	31470	35272	15942	15446	12358
KIAA0101	20918	6898	12966	5408	5328	6592	8356	7214	2936	3860	7022	11628	7342	3528	2588
KIAA0125	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0141	2454	1998	2436	5388	2428	3006	2000	1834	1822	2848	3472	2920	1762	3040	1040
KIAA0146	2478	2606	3800	6116	4028	5668	3618	3156	2682	2638	4494	3968	2504	2260	1452
KIAA0182	7638	5096	12446	37754	17458	12476	5668	9276	10236	13440	10088	8898	11154	15338	6962
KIAA0195	1324	2722	2924	8210	6070	3314	3386	2770	3090	6526	4674	4674	3770	5076	3562
KIAA0196	8398	6328	13586	12396	7676	12404	5824	8588	4148	4696	8220	9360	4882	3322	2880
KIAA0226	980	1216	2362	3338	2384	2436	1322	2014	1654	2504	2398	2348	1814	2708	1782
KIAA0226L	504	2634	1446	9080	3864	730	2570	774	892	450	660	3254	898	2354	642
KIAA0232	5652	5808	14402	15622	13828	9806	8386	8968	7916	8916	6380	10798	5186	4324	4112
KIAA0240	1586	1076	2688	6428	3532	3326	1294	2274	1904	2032	1712	1804	1840	2302	904
KIAA0247	452	914	1162	1632	1470	770	994	916	788	1174	640	1300	458	564	796
KIAA0284	454	3566	3130	4300	2354	1636	2836	2308	2910	8828	5340	5740	5968	12514	6034
KIAA0317	4636	5126	13080	15360	11558	11406	7570	10308	6934	7128	6746	8368	4802	4486	3512
KIAA0319	118	16	60	606	342	242	34	48	10	34	178	34	16	10	42
KIAA0319L	2598	3474	6336	13238	10390	5482	3432	5454	6322	10124	6624	6278	5054	6284	5854
KIAA0355	2808	3220	5310	12284	6380	5508	3346	4492	4474	7292	4890	4692	4616	6214	3410
KIAA0368	21668	20314	28446	36054	14854	60088	27508	20932	13638	13638	41370	31702	15256	13392	6586
KIAA0391	7804	4216	12530	9338	9156	11074	4946	8718	4464	5350	6252	5686	3798	2368	3184
KIAA0408	14	0	10	0	0	18	0	2	0	0	10	4	10	0	0
KIAA0415	676	1884	418	2988	1050	890	1494	418	488	1738	2456	2078	810	1846	622
KIAA0430	2676	2790	5554	9276	5560	6230	3142	4660	3192	4060	3048	3950	3736	3628	1842
KIAA0494	6542	5070	15006	21758	24212	13186	5732	10114	13534	17570	7390	7284	4124	5944	6536
KIAA0513	176	292	1026	3134	3014	546	332	830	1462	2312	706	362	734	894	1048
KIAA0528	11954	4016	10520	11968	6706	17846	5362	8362	4940	4092	7728	5646	4520	4782	2082
KIAA0556	608	1052	2356	5388	3838	1088	1112	1934	1764	3648	1590	2136	1680	1530	1894
KIAA0564	3414	3340	7458	11356	6892	7006	3396	5216	3440	3844	4402	5340	3654	3766	2104
KIAA0586	2518	2964	7970	6238	4172	5352	3288	6076	2452	2666	2988	4868	3080	1630	1552
KIAA0664	4532	11368	5148	5780	3566	9398	10016	3794	2452	5620	19478	13748	5084	8206	3616
KIAA0664L3	62	132	112	202	82	178	102	90	88	188	160	278	110	118	70
KIAA0748	0	6	0	0	0	0	2	0	0	2	10	6	0	0	0
KIAA0753	2960	4024	5550	5454	4334	8010	5558	4244	2788	4144	5450	6262	2242	1690	1740
KIAA0754	1076	4766	11042	5460	5294	7038	8232	9250	11378	12196	3476	8016	4870	3912	5184
KIAA0825	1634	232	564	236	346	914	234	418	402	266	432	374	314	188	182
KIAA0889	684	2874	7770	21262	9394	2782	3546	8160	8114	13346	3452	4822	8494	10908	5550
KIAA0895	96	100	1018	2024	2384	56	140	742	1284	1570	48	256	192	266	564
KIAA0895L	130	566	924	1220	618	426	708	918	776	1246	626	1100	792	482	438
KIAA0907	3736	2430	6444	8146	3956	4642	3132	4428	2228	3346	3666	4126	2202	3452	1500
KIAA0913	498	2034	2864	4860	3066	1522	1890	2126	2114	6250	2974	3454	2856	2552	2726
KIAA0922	4772	2880	4276	4842	2850	9912	2796	3356	1834	1784	6878	4472	2694	3096	1442
KIAA0930	2610	3714	4564	9992	4212	4290	3260	3282	2284	2714	7816	5840	4066	3996	3882
KIAA0947	10264	9576	17572	23130	11318	24984	12170	12434	7976	8272	16092	15546	6804	8036	4542
KIAA1009	960	1092	2560	1924	2512	2356	1476	2036	1220	1610	1396	2750	988	388	742
KIAA1024	56	188	1256	1508	642	60	244	1564	812	466	52	314	1080	1264	528
KIAA1033	13846	4748	14260	13576	9398	15920	7148	9584	6866	4314	6298	8466	3820	2816	1926
KIAA1045	30	70	312	736	486	64	122	288	334	434	50	120	278	386	186
KIAA1107	172	82	406	1132	886	174	76	366	368	422	108	248	328	142	200
KIAA1109	3266	4448	13648	24338	15704	10278	5842	12346	11272	10186	5648	9262	6040	7912	4500
KIAA1143	11364	5040	12530	5788	7146	13610	3804	7058	3406	3926	7174	8402	2824	1618	2228
KIAA1147	4650	2588	6050	7710	6118	8300	4128	5184	4732	3464	5098	4838	3154	3342	2146
KIAA1161	388	2262	5544	6220	6080	576	1674	3600	3082	5186	856	3570	3238	2808	3342
KIAA1191	10240	10668	26840	31706	25502	17906	11228	20180	17836	21936	14034	17710	11960	12568	11022
KIAA1199	44	64	76	222	100	182	54	102	102	118	234	108	58	160	48
KIAA1210	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0
KIAA1211	1488	2304	5082	9186	5598	1950	2128	3484	3720	6446	2372	4650	3652	5370	3432
